# 传统脚本 bot 负样本（MEV 原子套利）
# 由 FetchOrchestrator 汇总，2026-09-12 19:27
address,source,note
0x3be22b314654c396a12c5e8d79abdd65aac3caaf,mev_atomic_arb,arb_tx=302469 max_swaps=8 blocks=225770 best_bucket=6363
0xd0d08887e8a5b16049534a7f3fc1de92848f5bea,mev_atomic_arb,arb_tx=241611 max_swaps=43 blocks=197874 best_bucket=4663
0x048ef1062cbb39b338ac2685da72adf104b4cef5,mev_atomic_arb,arb_tx=158181 max_swaps=70 blocks=158181 best_bucket=1082
0xb00c92c47d4ec2afb57ce8a70d881394f9335c31,mev_atomic_arb,arb_tx=154782 max_swaps=3 blocks=112893 best_bucket=1488
0x54e2acab04c89a3fe02852bf8dd69ee8f526bc75,mev_atomic_arb,arb_tx=146546 max_swaps=68 blocks=146546 best_bucket=1081
0x3675abef47fd08915031a1f924cb7f253df51278,mev_atomic_arb,arb_tx=117532 max_swaps=7 blocks=103853 best_bucket=1602
0xaf2bfb6b69dfe6efd257fe8cd694175156a23812,mev_atomic_arb,arb_tx=108653 max_swaps=76 blocks=108653 best_bucket=1079
0xbdbebd58cc8153ce74530bb342427579315915b2,mev_atomic_arb,arb_tx=107475 max_swaps=63 blocks=107475 best_bucket=1105
0x8d47ba07ff9ccccf58c7e8810ee42c0dc8b8b123,mev_atomic_arb,arb_tx=106042 max_swaps=55 blocks=106042 best_bucket=1067
0x000000c557fa9a96d66cd6371abde62d879d0e61,mev_atomic_arb,arb_tx=103994 max_swaps=6 blocks=90813 best_bucket=1695
0x4b5c33c3c7a31bd108f5a99b64683b0056a62226,mev_atomic_arb,arb_tx=103710 max_swaps=65 blocks=103710 best_bucket=1012
0x501ef174b66883ba40f92e6fb24bfb49331d4d4c,mev_atomic_arb,arb_tx=103084 max_swaps=64 blocks=103084 best_bucket=1101
0x1278c1e48e3c9548a5d9f2b16dc27ed311b0697c,mev_atomic_arb,arb_tx=101366 max_swaps=62 blocks=101366 best_bucket=851
0x91ac95b0018faaf2db574b6ea877b83206681a48,mev_atomic_arb,arb_tx=97634 max_swaps=6 blocks=68558 best_bucket=9841
0xbc85088c3f7f0c2d4462b1b0ce9b7663ac62034f,mev_atomic_arb,arb_tx=79998 max_swaps=4 blocks=63718 best_bucket=3396
